1630571400;8.52
1630571520;9.29
1630571640;-4.52
1630571760;-3.70
1630571880;2.34
1630572000;13.36
1630572120;-9.72
1630572240;4.77
1630572360;11.36
1630572480;7.65
1630572600;11.25
1630572720;0.30
1630572840;13.60
1630572960;-5.37
1630573080;-3.27
1630573200;-10.48
1630573320;-2.60
1630573440;12.76
1630573560;3.61
1630573680;4.29
1630573800;11.78
1630573920;-13.27
1630574040;4.73
1630574160;-5.26
1630574280;-6.46
1630574400;-6.48
1630574520;-6.78
1630574640;-5.77
1630574760;-9.31
1630574880;7.48
1630575000;-9.61
1630575120;12.28
1630575240;-10.57
1630575360;-5.75
1630575480;0.67
1630575600;11.66
1630575720;4.46
1630575840;-11.41
1630575960;6.68
1630576080;3.59
1630576200;10.32
1630576320;-12.32
1630576440;-11.76
1630576560;-6.80
1630576680;6.63
1630576800;10.81
1630576920;1.34
