1630543260;32.95
1630543320;32.93
1630543380;32.93
1630543440;32.93
1630543500;32.93
1630543560;32.91
1630543620;32.91
1630543680;32.91
1630543740;32.91
1630543800;32.95
1630543860;32.95
1630543920;32.95
1630543980;32.95
1630544040;32.91
1630544100;32.91
1630544160;32.91
1630544220;32.91
1630544280;32.93
1630544340;32.93
1630544400;32.93
1630544460;32.93
1630544520;32.93
1630544580;32.93
1630544640;32.93
1630544700;32.93
1630544760;32.93
1630544820;32.93
1630544880;32.93
1630544940;32.93
1630545000;32.93
1630545060;32.93
1630545120;32.93
1630545180;32.93
1630545240;32.95
1630545300;32.95
1630545360;32.95
1630545420;32.95
1630545480;32.95
1630545540;32.95
1630545600;32.95
1630545660;32.95
1630545720;32.93
1630545780;32.93
1630545840;32.93
1630545900;32.93
1630545960;32.95
