1630571400;0.926370
1630571520;0.758149
1630571640;0.1243471
1630571760;0.927510
1630571880;0.1049998
1630572000;0.1205072
1630572120;0.1178209
1630572240;0.1285161
1630572360;0.885808
1630572480;0.839351
1630572600;0.1282828
1630572720;0.1036922
1630572840;0.900511
1630572960;0.1284052
1630573080;0.1195766
1630573200;0.884622
1630573320;0.1284750
1630573440;0.1037414
1630573560;0.950557
1630573680;0.702151
1630573800;0.1240540
1630573920;0.732731
1630574040;0.1212004
1630574160;0.926971
1630574280;0.1301259
1630574400;0.1086430
1630574520;0.1189246
1630574640;0.1223222
1630574760;0.1189859
1630574880;0.904628
1630575000;0.1037603
1630575120;0.1251346
1630575240;0.971328
1630575360;0.782323
1630575480;0.1249474
1630575600;0.1285664
1630575720;0.916079
1630575840;0.1055230
1630575960;0.902853
1630576080;0.1074934
1630576200;0.767439
1630576320;0.1114844
1630576440;0.830952
1630576560;0.1011305
1630576680;0.1056028
1630576800;0.699114
1630576920;0.1061611
