1630571400;476.64
1630571520;868.54
1630571640;582.25
1630571760;842.33
1630571880;1113.34
1630572000;1206.68
1630572120;1060.57
1630572240;677.37
1630572360;662.63
1630572480;561.56
1630572600;997.30
1630572720;1158.65
1630572840;611.57
1630572960;624.43
1630573080;788.69
1630573200;828.49
1630573320;537.68
1630573440;688.50
1630573560;1068.66
1630573680;946.47
1630573800;1010.66
1630573920;592.75
1630574040;1211.28
1630574160;1001.42
1630574280;728.44
1630574400;922.63
1630574520;923.52
1630574640;611.63
1630574760;1187.33
1630574880;572.52
1630575000;1139.66
1630575120;1171.70
1630575240;830.59
1630575360;1041.25
1630575480;660.65
1630575600;509.63
1630575720;1052.25
1630575840;1102.70
1630575960;544.63
1630576080;949.27
1630576200;565.74
1630576320;529.26
1630576440;809.57
1630576560;1031.33
1630576680;896.55
1630576800;613.48
1630576920;962.60
