1630571400;-0.640625;0.171875;0.75
1630571520;-0.625;0.171875;0.75
1630571640;-0.609375;0.171875;0.75
1630571760;-0.609375;0.15625;0.75
1630571880;-0.625;0.171875;0.734375
1630572000;-0.625;0.171875;0.75
1630572120;-0.625;0.171875;0.75
1630572240;-0.625;0.171875;0.75
1630572360;-0.625;0.171875;0.75
1630572480;-0.625;0.171875;0.75
1630572600;-0.609375;0.15625;0.75
1630572720;-0.609375;0.15625;0.75
1630572840;-0.609375;0.15625;0.75
1630572960;-0.609375;0.15625;0.75
1630573080;-0.609375;0.15625;0.75
1630573200;-0.609375;0.171875;0.75
1630573320;-0.609375;0.171875;0.75
1630573440;-0.609375;0.15625;0.75
1630573560;-0.609375;0.171875;0.75
1630573680;-0.625;0.15625;0.765625
1630573800;-0.609375;0.15625;0.765625
1630573920;-0.609375;0.15625;0.75
1630574040;-0.609375;0.15625;0.75
1630574160;-0.625;0.171875;0.75
1630574280;-0.609375;0.171875;0.75
1630574400;-0.609375;0.171875;0.75
1630574520;-0.625;0.171875;0.75
1630574640;-0.609375;0.171875;0.765625
1630574760;-0.609375;0.171875;0.765625
1630574880;-0.609375;0.15625;0.75
1630575000;-0.609375;0.15625;0.75
1630575120;-0.609375;0.15625;0.75
1630575240;-0.609375;0.15625;0.765625
1630575360;-0.609375;0.171875;0.78125
1630575480;-0.609375;0.15625;0.765625
1630575600;-0.609375;0.15625;0.75
1630575720;-0.609375;0.15625;0.75
1630575840;-0.609375;0.15625;0.765625
1630575960;-0.609375;0.15625;0.765625
1630576080;-0.59375;0.15625;0.78125
1630576200;-0.59375;0.140625;0.78125
1630576320;-0.59375;0.140625;0.765625
1630576440;-0.578125;0.140625;0.75
1630576560;-0.59375;0.140625;0.75
1630576680;-0.609375;0.15625;0.75
1630576800;-0.609375;0.15625;0.765625
