1630571400;75.71
1630571520;103.21
1630571640;56.57
1630571760;71.86
1630571880;84.87
1630572000;55.85
1630572120;63.79
1630572240;104.73
1630572360;95.24
1630572480;100.40
1630572600;102.49
1630572720;66.90
1630572840;70.37
1630572960;78.68
1630573080;67.28
1630573200;71.64
1630573320;88.68
1630573440;51.65
1630573560;94.21
1630573680;102.61
1630573800;91.45
1630573920;101.48
1630574040;56.78
1630574160;85.41
1630574280;105.65
1630574400;97.17
1630574520;67.29
1630574640;98.93
1630574760;104.95
1630574880;84.25
1630575000;98.48
1630575120;71.46
1630575240;90.35
1630575360;72.70
1630575480;51.58
1630575600;91.43
1630575720;84.71
1630575840;59.94
1630575960;70.88
1630576080;102.71
1630576200;105.75
1630576320;62.45
1630576440;92.41
1630576560;89.75
1630576680;102.95
1630576800;73.53
1630576920;81.79
