1630571400;591.71
1630571520;659.54
1630571640;498.27
1630571760;819.63
1630571880;618.30
1630572000;1033.58
1630572120;1133.63
1630572240;773.71
1630572360;680.45
1630572480;524.65
1630572600;741.53
1630572720;992.51
1630572840;1137.59
1630572960;965.33
1630573080;688.56
1630573200;1018.40
1630573320;940.35
1630573440;822.41
1630573560;1136.41
1630573680;1103.61
1630573800;1003.33
1630573920;953.27
1630574040;585.55
1630574160;727.37
1630574280;637.31
1630574400;815.54
1630574520;1074.41
1630574640;885.25
1630574760;727.51
1630574880;638.70
1630575000;1204.32
1630575120;736.39
1630575240;733.34
1630575360;554.37
1630575480;1121.61
1630575600;1022.57
1630575720;657.54
1630575840;1001.53
1630575960;850.29
1630576080;523.26
1630576200;1115.32
1630576320;912.70
1630576440;808.34
1630576560;966.30
1630576680;1136.43
1630576800;485.62
1630576920;1088.60
