1630571400;820.38
1630571520;563.67
1630571640;644.43
1630571760;740.39
1630571880;935.49
1630572000;510.69
1630572120;777.35
1630572240;915.55
1630572360;1127.41
1630572480;1049.48
1630572600;709.53
1630572720;893.56
1630572840;866.31
1630572960;1020.28
1630573080;707.27
1630573200;488.48
1630573320;666.63
1630573440;1198.44
1630573560;726.61
1630573680;540.25
1630573800;1148.56
1630573920;613.43
1630574040;1021.30
1630574160;690.64
1630574280;710.29
1630574400;625.42
1630574520;553.54
1630574640;780.55
1630574760;842.49
1630574880;478.25
1630575000;1084.73
1630575120;947.30
1630575240;646.40
1630575360;1054.41
1630575480;985.54
1630575600;945.52
1630575720;765.55
1630575840;483.73
1630575960;523.55
1630576080;661.35
1630576200;630.75
1630576320;1092.60
1630576440;634.28
1630576560;1171.51
1630576680;974.58
1630576800;828.25
1630576920;517.30
