1630571400;10.37
1630571520;-7.38
1630571640;10.81
1630571760;1.34
1630571880;2.82
1630572000;-12.69
1630572120;9.70
1630572240;-3.81
1630572360;-9.63
1630572480;-10.28
1630572600;-6.80
1630572720;-4.33
1630572840;-2.60
1630572960;-8.35
1630573080;7.72
1630573200;-7.68
1630573320;-10.81
1630573440;-11.83
1630573560;4.62
1630573680;6.32
1630573800;3.37
1630573920;-7.73
1630574040;2.50
1630574160;-9.51
1630574280;7.40
1630574400;6.56
1630574520;7.54
1630574640;-1.68
1630574760;-8.79
1630574880;4.40
1630575000;-11.35
1630575120;9.46
1630575240;7.41
1630575360;6.40
1630575480;-1.33
1630575600;5.81
1630575720;6.58
1630575840;-10.60
1630575960;7.59
1630576080;9.45
1630576200;-1.54
1630576320;3.83
1630576440;1.64
1630576560;-1.74
1630576680;-9.61
1630576800;-9.57
1630576920;8.85
